abstract,article_link,authors,current_issue_index,current_issue_link,current_volume_name,doi,journal_name,title
"Previous research has shown that norms around the role of women in society could help explain the gender gap in mathematics and that these norms could be transmitted within the family. Using data from the Florida Department of Education combined with birth certificates, we uncover important heterogeneity in the transmission of gender biases within the family. We find that gender role norms can explain the lower performance of girls in mathematics only in relatively affluent White families, whereas they do not apparently matter for the performance of Black girls.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211124,Gaia Dossi; David Figlio; Paola Giuliano; Paola Sapienza,111: 179-83,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211124,AEA Papers and Proceedings,The Family Origin of the Math Gender Gap Is a White Affluent Phenomenon
"We test whether the observed difference in the propensity to negotiate between men and women can be explained by gender differences in information about other people's negotiating experiences and outcomes and by confidence in one's abilities and in talking to strangers. Using survey data from Wisconsin public school teachers, we show that up to 54 and 17 percent of the gender gap in the likelihood of negotiating pay can be explained by differences in information and confidence between men and women.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211019,Barbara Biasi; Heather Sarsons,111: 174-78,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211019,AEA Papers and Proceedings,"Information, Confidence, and the Gender Gap in Bargaining"
"This paper investigates whether an electoral defeat has different effects on the subsequent political involvement of male and female candidates for state office. Using US state legislative election returns from 1972 to 2010 and a regression discontinuity design, I find that there is no gender difference in the effects of an electoral defeat on the propensity to run again for state legislature. I discuss possible explanations for why the gender gap in persistence documented among novice local politicians disappears among state politicians, focusing on the role of prior office-holding experience.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211018,Melanie Wasserman,111: 169-73,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211018,AEA Papers and Proceedings,Up the Political Ladder: Gender Parity in the Effects of Electoral Defeats
"The rapid spread of the COVID-19 pandemic and subsequent countermeasures disrupted economic activity around the world. We investigate the effects of COVID-19 disruptions on the gender gap in academia. We administer a global survey of academics to collect nuanced data on the respondents' circumstances, such as the number and ages of children and time use. All academics report substantial increases in childcare and housework burdens, but women experienced significantly larger increases than men. Female academics with children report a disproportionate reduction in research time, both relative to childless men and women and to male academics with children.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211017,Tatyana Deryugina; Olga Shurchkov; Jenna Stearns,111: 164-68,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211017,AEA Papers and Proceedings,COVID-19 Disruptions Disproportionately Affect Female Academics
"Male and female patients often receive different medical evaluations and treatment even when they have the same symptoms, and relative to men, women are less likely to receive benefits within social insurance programs that rely on medical evaluations. This article reviews evidence from prior research that documents the existence of these gender gaps in health care and disability benefit receipt. The article then describes potential mechanisms underlying these gender gaps. The article concludes by discussing new work on the role of health-care providers in contributing to gender gaps.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211016,Marika Cabral; Marcus Dillender,111: 159-63,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211016,AEA Papers and Proceedings,Disparities in Health Care and Medical Evaluations by Gender: A Review of Evidence and Mechanisms
"Gender differences in professional networks have been shown to contribute to men and women's disparate labor market outcomes. This gap could be due to differences in network access, differences in network usage, or both. Using novel administrative data from a student-alumni professional networking website, we study gender differences in student network usage, holding network access fixed. Focusing on messages sent by students to alumni, we document that male and female students network similarly, in terms of both the number of messages sent and the specific questions asked. Furthermore, there are only small gender differences in question tone.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211023,Yana Gallen; Melanie Wasserman,111: 154-58,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211023,AEA Papers and Proceedings,Do Male and Female Students Use Networks Differently?
"We focus on the timing of labor supplied during the day and its interaction with home care responsibilities. Using the American Time Use Survey, we measure the incidence of household care activities between 8 AM and 5 PM (the prime time of the day). Women experience more work interruptions during that time. These work interruptions imply wages that are about 9 percent lower. This result is consistent with occupations offering more flexibility but also a lower wage. We offer suggestive evidence that missing work due to household demands has a larger penalty in occupations with more coordinated work schedules.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211021,German Cubas; Chinhui Juhn; Pedro Silos,111: 149-53,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211021,AEA Papers and Proceedings,Work-Care Balance over the Day and the Gender Wage Gap
"The 1960s witnessed landmark legislation that aimed to increase women's wages, including the Equal Pay Act of 1963, Title VII of the Civil Rights Act, and the 1966 amendments to the Fair Labor Standards Act. Although the gender gap in pay changed little at the mean/median during the decade, our distributional analysis shows that women's wages converged sharply on men's below but diverged above the median. However, the bulk of women's relative pay gains are not explained by changes in observed attributes. Our findings suggest an important role for legislation in narrowing the gender gap in the 1960s.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211020,Martha J. Bailey; Thomas Helgerman; Bryan A. Stuart,111: 143-48,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211020,AEA Papers and Proceedings,Changes in the US Gender Gap in Wages in the 1960s
"This study uses data from Academic Analytics to examine gender differences in promotion to associate professor in economics. We found that women in economics were 15 percent less likely to be promoted to associate professor after controlling for cumulative publications, citations, grants, and grant dollars. In contrast, we found no significant gender differences in promotion in other fields including biomedical science, physical science, political science, mathematics and statistics, and engineering. We separated the sample by the research intensity of institutions and found suggestive evidence that these results were being driven by less research-intensive institutions.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211027,Donna K. Ginther; Shulamit Kahn,111: 138-42,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211027,AEA Papers and Proceedings,Women in Academic Economics: Have We Made Progress?
"We analyze an intervention that provided information from diverse voices about breadth, opportunities, and grade distributions in economics. In 2020, the year of a global pandemic, randomized control trials delivered videos/infographics and letters to students in Michigan State University's introductory classes. We find suggestive evidence, due to large standard errors, that the video treatment differentially increases the intentions of female and underrepresented minority (URM) students to take additional courses and major in economics. The video treatment increased the probability of URM students' self-reported chances of taking another economics course by 6 percentage points, 11 percent above the baseline, relative to the control group.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211026,Andrea Chambers; Stacy Dickert-Conlin; Carey Elder; Steven J. Haider; Scott Imberman,111: 133-37,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211026,AEA Papers and Proceedings,Info.Econ: Increasing Diversity among Economics Majors
"In a field experiment designed to encourage undergraduate women and underrepresented minority students to study economics, we send personalized letters to students completing introductory economics classes inviting them to an informational meeting. A random sample of high-achieving students receives letters that also praise their performance and encourage them to persist in economics. Receiving this ""nudge"" increases the probability of informational meeting attendance and increases the number of women entering the economics and accounting major and of men entering the economics major. There is a substantial increase in the number of treated Hispanic students, particularly women, who choose economics and accounting.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211025,Kelly Bedard; Jacqueline Dodd; Shelly Lundberg,111: 128-32,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211025,AEA Papers and Proceedings,Can Positive Feedback Encourage Female and Minority Undergraduates into Economics?
"We assess whether light-touch interventions can increase the proportion of women who study economics. Over 2,000 students were randomly assigned to receive a message with basic information about the economics major, the basic message combined with an emphasis on the rewarding careers or financial returns associated with the major, or no message. The basic message increased the proportion of male students majoring in economics by 2 percentage points, equivalent to the control mean. We find no significant effects for female students. Extrapolating to the full sample, the basic message would nearly double the male/female ratio among economics majors.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211024,Todd Pugatch; Elizabeth Schroeder,111: 123-27,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211024,AEA Papers and Proceedings,Promoting Female Interest in Economics: Limits to Nudges
"We examine the determinants of membership into the National Bureau of Economic Research (NBER) using data from all tenured and tenure-track economists at R1 universities in the United States. We construct an annual panel of employment, research productivity, NBER membership, and connectedness to NBER members. Using survival analysis, we show that conditional on controls, the hazard of becoming an NBER member is lower for men. Membership is highly dependent on top-five publications rather than total publications or citations, particularly so for women. Networks play a crucial role in determining NBER membership—especially having same-sex colleagues and advisors who are NBER members.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211123,Marieke Kleemans; Rebecca L. Thornton,111: 117-22,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211123,AEA Papers and Proceedings,Who Belongs? The Determinants of Selective Membership into the National Bureau of Economic Research
Women persist in the field of economics at significantly lower rates than men. We show that the gender of an academic advisor is an important determinant of female undergraduates' persistence in economics. We use data from a four-year college where first-year economics majors are randomly assigned to advisors who are also faculty members in the economics department. Advisors help students choose courses and monitor their academic progress. We find that having a female advisor rather than a male advisor reduces female students' first-year dropout rates and increases their likelihood of graduating with an economics degree.,https://www.aeaweb.org/articles?id=10.1257/pandp.20211122,Serena Canaan; Pierre Mouganie,111: 112-16,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211122,AEA Papers and Proceedings,Does Advisor Gender Affect Women's Persistence in Economics?
"This paper studies one college's policy requiring minimum grades in core courses for completion of the economics major. The policy reduced majors by approximately 6 percent. Grades of C- and D (requiring students to retake the course) dropped substantially, while grades of C (the minimum acceptable grade) did not change, and grades from C+ to B rose. Difference-in-difference analysis suggests that the policy caused the grade shift. Because C grades did not change and grades as high as B increased, I conclude that the policy caused increased effort by students who were below and somewhat above the performance standard.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211046,Stephen J. Schmidt,111: 107-11,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211046,AEA Papers and Proceedings,Minimum Grade Requirements for Economics Majors: Effects on Enrollments and Student Learning
"We use a regression discontinuity design to estimate the causal effect of letter grades in introductory courses on the probability of choosing an economics major at Wellesley College, a highly selective women's college. We find that women just above letter-grade cutoffs are 18 percentage points more likely to major in economics than women just below, a 50 percent increase. The effects are larger among financial aid recipients. Grade sensitivity among women is not explained by the presence of male students or instructors; it is more plausibly explained by lower precollege preferences for the major and gender-specific responses to noisy signals like grades.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211045,Patrick J. McEwan; Sheridan Rogers; Akila Weerapana,111: 102-06,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211045,AEA Papers and Proceedings,Grade Sensitivity and the Economics Major at a Women's College
"Math skills are critical for success in economics courses. However, instructors often lack information about the level and extent of their students' underpreparedness in mathematics. In this paper, we describe the development of two new assessments of math skills relevant for introductory and intermediate economics courses. The assessments may be used early in the semester to evaluate students and identify those with weak math skills. With data from introductory and intermediate microeconomics courses, we employ two different methodologies, a simple threshold analysis and a more sophisticated LASSO logit approach, to illustrate how our assessments identify students at risk of underperforming.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211044,George Orlov; Douglas McKee; Irene R. Foster; Daria Bottan; Stephanie R. Thomas,111: 97-101,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211044,AEA Papers and Proceedings,Identifying Students at Risk Using a New Math Skills Assessment
"We conducted a randomized control trial with nearly 1,000 students to test whether using a text-message-based tool that provides small commitments with social accountability helps students procrastinate less and maintain engagement with course material, yielding improved academic performance. All students received identical content via text message, but the treatment group engaged with an online platform encouraging commitments and featuring a social feed with rankings. The analysis reveals that microcommitments with social accountability improved academic performance relative to students who received simple nudges. The increase is equivalent to 3 percentage points on an exam, driven by online and hybrid classes.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211043,Amanda J. Felkey; Eva Dziadula; Eric P. Chiang; Jose Vazquez,111: 92-96,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211043,AEA Papers and Proceedings,Microcommitments: The Effect of Small Commitments on Student Success
"We examine the process underlying field specialization among beginning economists. Our multivariate logit framework accommodates single- and dual-field specializations with correlated choices. Including field-specific relative salaries and expected probabilities of academic employment is a novel aspect of this research. After conditioning on personal, economic, and institutional variables, we find that women graduate students are less likely to specialize in labor/health, macro/finance, industrial organization, public economics, and development/growth/international fields and are more likely to specialize in agricultural/resource/environmental fields. The Duncan dissimilarity index suggests that 14 percent of either sex would have to change specialization in order to achieve complete parity.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211030,Eva Sierminska; Ronald L. Oaxaca,111: 86-91,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211030,AEA Papers and Proceedings,Field Specializations among Beginning Economists: Are There Gender Differences?
"Previous research has shown that women in the treatment group of the CeMENT randomized controlled trial increased their publications and the likelihood that they were tenured in top-50 economics departments. This paper examines one potential mechanism, namely that CeMENT expanded the collaboration networks of the participants. Our analysis finds that women who received the mentoring treatment had 3 additional pre-tenure coauthors, 1.6 more pre-tenure publications, and 43 additional citations to those publications. After controlling for additional coauthors, the CeMENT program increased publications and top-tier publications. These results suggest that the information conveyed at the workshop facilitated participants' career success.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211029,Donna K. Ginther; Rina Na,111: 80-85,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211029,AEA Papers and Proceedings,Does Mentoring Increase the Collaboration Networks of Female Economists? An Evaluation of the CeMENT Randomized Trial
"This paper investigates the impact of gender differences in field of specialization on gender disparities in job placement among recent economics PhD candidates. Women are underrepresented as assistant professors, especially at top-50 institutions, and overrepresented in nonresearch positions. Our decomposition results show that our variables account for 28 percent to 67 percent of the gender gap in placement outcomes. Fields of specialization account for the larger share (75 percent to 132 percent) of the explained differences for positions outside of top-50 institutions. For top-50 institutions, the ranking of the PhD institutions accounts for two-thirds of the explained placement differences.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211028,Nicole Fortin; Thomas Lemieux; Marit Rehavi,111: 74-79,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211028,AEA Papers and Proceedings,Gender Differences in Fields of Specialization and Placement Outcomes among PhDs in Economics
"There are widespread gender inequities within the economics discipline. In this paper, we collect and analyze new longitudinal salary and personnel data from top economics departments at public institutions. A panel spanning 2005 to 2018 allows us to follow individuals and facilitates the examination of gender gaps in career progression, salary growth, and mobility. Using these data, we document the growth of salary gender gaps with the length of time in the profession, emerging roughly 10 years after the start of one's career. Some of these gaps are attributable to women moving through academic ranks more slowly than men.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211087,Kelly Bedard; Maxine Lee; Heather Royer,111: 69-73,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211087,AEA Papers and Proceedings,Using Longitudinal Data to Explore the Gender Gap for Academic Economists
"Using data from economists working in top US universities, we find that women are less confident than men along three margins. When asked about their level of agreement on survey questions about the economy, women are less likely to provide a judgment than their male counterparts. Conditional on providing a judgment, women are less likely to give ""extreme"" answers in which they strongly agree or disagree. Women are also less confident in the accuracy of their answer. We show that the confidence gap is driven by women being less confident when asked questions outside their field of expertise.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211086,Heather Sarsons; Guo Xu,111: 65-68,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211086,AEA Papers and Proceedings,Confidence Men? Evidence on Confidence and Gender among Top Economists
"This paper investigates how women's works are perceived among their peers. I construct a dataset using bibliographic data from articles published in top journals in economics and granular information on the articles that cite them. I find that female-authored papers in top economic journals are (i) more likely to be cited outside economics, (ii) less likely to be cited by top-tier journals, and (iii) less likely to be cited by men. I conclude with a discussion on those results and their implications for females in economics.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211085,Marlène Koffi,111: 60-64,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211085,AEA Papers and Proceedings,Gendered Citations at Top Economic Journals
"Invited seminar talks are a primary way that economists get feedback on their work, disseminate their research, and build their professional networks. In this paper, we present descriptive evidence on who gave invited seminar talks in economics. We use a balanced panel of 66 departments between August 2014 and December 2019, focusing on the gender and underrepresented minority (URM) status of the speakers. We find that 76 percent of the talks in our sample were given by non-URM men, 23 percent by non-URM women, and less than 1 percent each by URM men and URM women. These averages mask substantial heterogeneity across departments.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211084,Jennifer L. Doleac; Erin Hengel; Elizabeth Pancotti,111: 55-59,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211084,AEA Papers and Proceedings,Diversity in Economics Seminars: Who Gives Invited Talks?
"Algorithmic decision-making can lead to discrimination against legally protected groups, but measuring such discrimination is often hampered by a fundamental selection challenge. We develop new quasi-experimental tools to overcome this challenge and measure algorithmic discrimination in pretrial bail decisions. We show that the selection challenge reduces to the challenge of measuring four moments, which can be estimated by extrapolating quasi-experimental variation across as-good-as-randomly assigned decision-makers. Estimates from New York City show that both a sophisticated machine learning algorithm and a simpler regression model discriminate against Black defendants even though defendant race and ethnicity are not included in the training data.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211080,David Arnold; Will Dobbie; Peter Hull,111: 49-54,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211080,AEA Papers and Proceedings,Measuring Racial Discrimination in Algorithms
"Correspondence experiments probe for discrimination by manipulating employer perceptions of applicant characteristics. We consider the gains from dynamically adapting the number and quality of fictitious applications each employer receives to their prior callback decisions. Calibrating employer behavior to experimental data from Nunley et al. (2015), we find that it is possible to cut the number of applications required to detect a fixed number of discriminators roughly in half relative to a benchmark design with a fixed number of applications per job. These gains are achieved primarily from abandoning jobs with very low callback probabilities and those that call back Black applicants.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211079,Hadar Avivi; Patrick Kline; Evan Rose; Christopher Walters,111: 43-48,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211079,AEA Papers and Proceedings,Adaptive Correspondence Experiments
"Algorithms trained to predict mismeasured proxy variables can reproduce and scale up racial bias. This mechanism of algorithmic bias is distinct from others in the literature and harder to detect. We show this using examples from health care, but the forces we consider apply to a range of other important social sectors.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211078,Sendhil Mullainathan; Ziad Obermeyer,111: 37-42,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211078,AEA Papers and Proceedings,On the Inequity of Predicting A While Hoping for B
"While the role of World War II veterans in the civil rights movement has been well documented, debate about the causal effect of military service remains. Combining detailed information on World War II enlistments and Civil Rights Commission data on voter registration, we present the first causal estimates of the role of Black veterans in high-risk political participation in the US South. Each Black enlistee increased Black voter registration by more than two additional Black registrants after the Voting Rights Act of 1965. We find similar effects on the presence of Black rights groups and, in response, White nationalist organizations.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211070,Thomas Koch; Trevon D. Logan; John M. Parman,111: 32-36,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211070,AEA Papers and Proceedings,Homefront: Black Veterans and Black Voters in the Civil Rights Era
"Using a unique dataset, this paper examines the extent to which streets named after prominent Confederate generals are related to Black-White labor market differentials. Examining individual-level data shows that Blacks who reside in areas that have a relatively higher number of Confederate streets are less likely to be employed, are more likely to be employed in low-status occupations, and have lower wages compared to Whites. I find no evidence that individual characteristics, local characteristics, or geographic sorting explain these results.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211067,Jhacova A. Williams,111: 27-31,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211067,AEA Papers and Proceedings,Confederate Streets and Black-White Labor Market Differentials
"This paper argues that the social nature of humans, absent from the standard economic model, is crucial for understanding our large modern social states and why concerns about inequality are so pervasive. A social solution arises when a situation is resolved at the group level (rather than the individual level) through cooperation and fair distribution of the resulting surplus. In human societies, childcare and education for the young, retirement benefits for the old, health care for the sick, and income support for those in need are resolved at the social level and through the social state in advanced economies. Social situations are pervasive even outside government and play a significant role in the distribution of pretax market incomes.",https://www.aeaweb.org/articles?id=10.1257/pandp.20211098,Emmanuel Saez,111: 1-26,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.20211098,AEA Papers and Proceedings,Public Economics and Inequality: Uncovering Our Social Nature
,https://www.aeaweb.org/articles?id=10.1257/pandp.111.xiii,William R. Johnson; Ginny Herbert,111: xiii,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.111.xiii,AEA Papers and Proceedings,Editors' Introduction
,https://www.aeaweb.org/articles?id=10.1257/pandp.111.xi,David Card,111: xi-xii,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.111.xi,AEA Papers and Proceedings,Foreword
,https://www.aeaweb.org/articles?id=10.1257/pandp.111.i,,111: i-x,https://www.aeaweb.org/issues/635,,DOI: 10.1257/pandp.111.i,AEA Papers and Proceedings,Front Matter
"Industrial agglomeration policies may limit competition. We develop, validate, and apply a novel approach for measuring competition based on the comovement of markups and market shares among firms in the same location and industry. Then we develop a model of how this reduction in competition affects aggregate income. We apply our approach to the well-known special economic zones (SEZs) of China. We estimate that firms in SEZs exhibit cooperative pricing almost three times as intensively as firms outside SEZs. Nevertheless, we model the aggregate consequences of SEZs and find positive effects because markups become higher but also more equal.",https://www.aeaweb.org/articles?id=10.1257/mac.20180443,Wyatt J. Brooks; Joseph P. Kaboski; Yao Amber Li,13 (4): 483-519,https://www.aeaweb.org/issues/651,,DOI: 10.1257/mac.20180443,American Economic Journal: Macroeconomics,"Agglomeration, Misallocation, and (the Lack of) Competition"
"Historically, improvements in municipal water quality led to substantial mortality decline in today's wealthy countries. However, water disinfection has not consistently produced large benefits in lower-income countries. We study this issue by analyzing a large-scale municipal water disinfection program in Mexico that increased water chlorination coverage in urban areas from 58 percent to over 90 percent within 18 months. We estimate that the program reduced childhood diarrheal disease mortality rates by 45 to 67 percent. However, inadequate sanitation infrastructure and age (degradation) of water pipes may have attenuated these benefits substantially.",https://www.aeaweb.org/articles?id=10.1257/pol.20180764,Sonia R. Bhalotra; Alberto Diaz-Cayeros; Grant Miller; Alfonso Miranda; Atheendar S. Venkataramani,13 (4): 490-520,https://www.aeaweb.org/issues/656,,DOI: 10.1257/pol.20180764,American Economic Journal: Economic Policy,Urban Water Disinfection and Mortality Decline in Lower-Income Countries
"This paper uses all value-added tax (VAT) changes across EU Member States from 1988 to 2016 to estimate the effect of VATs on trade flows. We find small elasticities of trade flows with respect to VATs, even when VAT changes are large. These elasticities are substantially smaller than the elasticities of trade flows with respect to tariffs estimated in the trade literature. This finding holds across different time periods, countries, and types of reforms. Our results imply that VATs are unlikely to distort trade flows.",https://www.aeaweb.org/articles?id=10.1257/pol.20190492,Youssef Benzarti; Alisa Tazhitdinova,13 (4): 469-89,https://www.aeaweb.org/issues/656,,DOI: 10.1257/pol.20190492,American Economic Journal: Economic Policy,Do Value-Added Taxes Affect International Trade Flows? Evidence from 30 Years of Tax Reforms
"Many countries shift substantial public resources across jurisdictions to mitigate spatial economic disparities. We use a general equilibrium model with multiple asymmetric regions, labor mobility, and costly trade to carve out the aggregate implications of fiscal transfers. Calibrating the model for Germany, we find that transfers indeed deliver smaller disparities across regions. This comes at the cost of lower national output, however, because economic activity is diverted away from core cities and toward remote areas with low productivity. But despite this loss in output per capita by about 2 percent in our baseline specification, welfare still increases by 0.07 percent because the transfer scheme countervails overcongestion in large cities. If the optimal transfer regime was implemented, welfare would increase by 0.06 percent.",https://www.aeaweb.org/articles?id=10.1257/pol.20180294,Marcel Henkel; Tobias Seidel; Jens Suedekum,13 (4): 433-68,https://www.aeaweb.org/issues/656,,DOI: 10.1257/pol.20180294,American Economic Journal: Economic Policy,Fiscal Transfers in the Spatial Economy
"This paper uses new, large-scale vehicle registry data from Norway and a two-sided market framework to show nonneutrality of different subsidies and estimate their impact on electric vehicle adoption when network externalities are present. Estimates suggest a strong positive connection between electric vehicle purchases and both consumer price and charging station subsidies. Counterfactual analyses suggest that between 2010 and 2015, every dollar spent on station subsidies resulted in more than twice as many additional electric vehicle purchases than the same amount spent on price subsidies. However, this relation inverts with increased spending, as station subsidies' impact tapers off faster.",https://www.aeaweb.org/articles?id=10.1257/pol.20190131,Katalin Springel,13 (4): 393-432,https://www.aeaweb.org/issues/656,,DOI: 10.1257/pol.20190131,American Economic Journal: Economic Policy,Network Externality and Subsidy Structure in Two-Sided Markets: Evidence from Electric Vehicle Incentives
"This study uses a boundary design and propensity score methods to study the effects of the 1930s-era Home Owners Loan Corporation (HOLC) ""redlining"" maps on the long-run trajectories of urban neighborhoods. The maps led to reduced home ownership rates, house values, and rents and increased racial segregation in later decades. A comparison on either side of a city-level population cutoff that determined whether maps were drawn finds broadly similar conclusions. These results suggest the HOLC maps had meaningful and lasting effects on the development of urban neighborhoods through reduced credit access and subsequent disinvestment.",https://www.aeaweb.org/articles?id=10.1257/pol.20190414,Daniel Aaronson; Daniel Hartley; Bhashkar Mazumder,13 (4): 355-92,https://www.aeaweb.org/issues/656,,DOI: 10.1257/pol.20190414,American Economic Journal: Economic Policy,"The Effects of the 1930s HOLC ""Redlining"" Maps"
"This article analyzes concerns about market power and inequality in a model with multiple sectors, heterogeneous abilities, endogenous labor supply, and nonlinear income taxation. Proportional markups with no profit dissipation have no effect on the economy, and a policy that reduces a nonproportional markup raises (lowers) welfare when it is higher (lower) than a weighted average of other markups. With proportional (partial or full) profit dissipation, proportional markups are equivalent to a downward shift of the distribution of abilities, and the optimal policy rule with nonproportional markups maximizes consumer plus producer surplus despite concerns for distribution and labor supply distortion.",https://www.aeaweb.org/articles?id=10.1257/pol.20200103,Louis Kaplow,13 (4): 329-54,https://www.aeaweb.org/issues/656,,DOI: 10.1257/pol.20200103,American Economic Journal: Economic Policy,Market Power and Income Taxation
"We test a key assumption underlying seminal theories about preferences for redistribution, which is that relatively poor people should be the most in favor of redistribution. We conduct a randomized survey experiment with over 30,000 participants across 10 countries, half of whom are informed of their position in the national income distribution. Contrary to prevailing wisdom, people who are told they are relatively poorer than they thought are less concerned about inequality and are not more supportive of redistribution. This finding is consistent with people using their own living standard as a ""benchmark"" for what they consider acceptable for others.",https://www.aeaweb.org/articles?id=10.1257/pol.20190276,Christopher Hoy; Franziska Mager,13 (4): 299-328,https://www.aeaweb.org/issues/656,,DOI: 10.1257/pol.20190276,American Economic Journal: Economic Policy,Why Are Relatively Poor People Not More Supportive of Redistribution? Evidence from a Randomized Survey Experiment across Ten Countries
"Participants in means-tested programs must periodically document eligibility through a recertification process. If all cases that fail recertification are ineligible, the exact timing of this process should be irrelevant. We find that later recertification interview assignments for the Supplemental Nutrition Assistance Program (SNAP), which leave less time to reschedule missed interviews, decrease recertification success by 22 percent. The consequences of not recertifying due to later interviews are highly skewed: most cases quickly reenroll, while one-quarter remain off SNAP for over a year. The marginal disenrolled case is as needy as the average participant, suggesting inefficient screening from late interviews.",https://www.aeaweb.org/articles?id=10.1257/pol.20190272,Tatiana Homonoff; Jason Somerville,13 (4): 271-98,https://www.aeaweb.org/issues/656,,DOI: 10.1257/pol.20190272,American Economic Journal: Economic Policy,Program Recertification Costs: Evidence from SNAP
"How important is access to patent documents for subsequent innovation? We examine the expansion of the USPTO Patent Library system after 1975. Patent libraries provided access to patents before the Internet. We find that after patent library opening, local patenting increases by 8–20 percent relative to similar regions. Additional analyses suggest that disclosure of technical information drives this effect: inventors increasingly take up ideas from outside their region, and the effect is strongest in technologies where patents are more informative. We thus provide evidence that disclosure plays an important role in cumulative innovation.",https://www.aeaweb.org/articles?id=10.1257/pol.20180636,Jeffrey L. Furman; Markus Nagler; Martin Watzinger,13 (4): 239-70,https://www.aeaweb.org/issues/656,,DOI: 10.1257/pol.20180636,American Economic Journal: Economic Policy,Disclosure and Subsequent Innovation: Evidence from the Patent Depository Library Program
"Almost half of the world's states provide bilateral development assistance. While previous research takes the set of donor countries as exogenous, this article introduces a new dataset on aid giving that covers all countries in the world, both rich and poor, and explores the determinants of aid donorship. It argues and shows empirically that democratic institutions support the setup of an aid program in richer countries but undermine its establishment in poorer countries. The findings hold in instrumental-variable regressions and the pattern is similar for the amount of aid.",https://www.aeaweb.org/articles?id=10.1257/pol.20180582,Angelika J. Budjan; Andreas Fuchs,13 (4): 217-38,https://www.aeaweb.org/issues/656,,DOI: 10.1257/pol.20180582,American Economic Journal: Economic Policy,Democracy and Aid Donorship
